ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
UNKNOWN		UNKNOWN	32978295	32689427	2253696	366.523	31811880	843817	49186	25578	20631	17848	16421	14727	13298	11980	10621	9596	8956	8148	7724	7809	7641	2717396	2383304	1953881	1522886	1230393	752902	542033	359851	231784	153258	
UNKNOWN		UNKNOWN	55773032	55325683	2551977	153.554	54307789	1184105	82251	50225	37845	27213	18986	13612	8649	5454	3873	3255	3121	3222	3994	5868	13570	4121744	3668362	3011693	2365022	1824023	1219771	856219	557991	354105	236360	
UNKNOWN		UNKNOWN	26553933	26368735	5058158	151.803	25672771	762151	40102	18268	13218	10204	8470	6331	5194	3777	2418	1501	1059	796	543	543	503	1895027	1576559	1237340	919033	671800	408136	279306	177342	111045	69526	
UNKNOWN		UNKNOWN	18657364	18624485	3409357	173.668	18044153	526023	26421	11952	8654	6748	5687	4312	3343	2650	1849	1211	887	789	669	685	727	1291880	1068245	828125	608214	444379	268733	182996	113296	71001	44691	
UNKNOWN		UNKNOWN	30712692	30150075	2254920	223.245	29652953	851833	50276	24507	17764	13515	12213	9670	8440	6948	5600	4701	4015	3499	3144	3074	2921	2455823	2113170	1717429	1321158	1024603	660570	466063	308724	203904	138279	
UNKNOWN		UNKNOWN	19533115	19342822	3351345	145.761	18914883	535162	25267	11790	8290	6439	5309	3847	3084	2158	1596	1041	860	707	634	652	648	1392914	1143819	881931	643078	471046	284557	191420	118598	73407	46018	
UNKNOWN		UNKNOWN	44898064	44518799	2182603	776.782	43499561	879752	69987	48408	39878	30263	20690	12967	16200	15339	17064	22989	26675	43932	102428	51931	0	2132525	3800886	3202991	2556065	2092413	789751	1138491	680125	439119	267808	
UNKNOWN		UNKNOWN	31943379	31696411	1064057	155.9	31124954	658682	45284	28211	20848	14715	9750	8060	5170	3786	2615	2336	2147	2222	2392	3544	8663	2358988	2146921	1790964	1434317	1147421	751775	542871	359313	229222	154416	
UNKNOWN		UNKNOWN	64238522	63673714	3073486	209.885	62520888	1387237	90583	53380	38620	28395	20130	15601	10578	7553	5726	5181	5039	5413	6678	10550	26970	4840024	4219873	3439904	2692474	2024530	1397165	929338	600503	372001	243756	
UNKNOWN		UNKNOWN	27306658	27161634	5513298	258.119	26356303	772344	40946	19289	14193	11349	9306	7656	6007	4874	3839	3089	2697	2378	2467	2622	3056	1938324	1604131	1246721	919387	677593	406446	276119	173764	106814	67349	
UNKNOWN		UNKNOWN	66146779	64980267	10080706	193.145	63784596	2006230	110710	50214	36228	27774	23243	18382	14536	11894	8307	6106	4608	3422	2815	2628	2511	4771988	3980841	3136629	2322049	1699605	1116880	783450	524391	337988	207571	
UNKNOWN		UNKNOWN	26451001	26350484	5736816	158.758	25576177	753501	38348	17160	12908	9576	7953	6049	4559	3532	2277	1580	1233	998	757	727	937	1842845	1528039	1189258	872143	642434	389464	265164	162780	100389	62405	
UNKNOWN		UNKNOWN	37734054	37028247	1653569	258.371	36468576	1045130	54974	25651	19487	15739	12986	10625	8894	7599	6163	5472	5037	4410	4531	4347	4335	2713882	2300300	1828307	1380721	1045634	673612	490438	329004	213198	137489	
UNKNOWN		UNKNOWN	28142509	27828456	4760704	149.926	27197595	803755	45771	22841	16463	12284	10287	8087	6071	4555	2751	1826	1373	811	495	480	521	2065851	1766614	1411836	1059977	810762	490384	338104	215058	136710	86472	
UNKNOWN		UNKNOWN	37249550	36952321	2173373	181.158	36017627	1016920	60428	28921	22000	17353	14827	11805	9838	7767	5713	4242	3238	2765	2124	1842	1920	2936286	2546080	2088172	1613108	1265100	781305	559299	368361	240417	161762	
UNKNOWN		UNKNOWN	27511013	27243345	4159657	180.704	26602369	775187	40287	18586	13434	9639	8429	6420	5163	3863	2850	2076	1503	1129	947	890	960	1880532	1548971	1196841	876864	645016	387726	272149	175739	109511	69927	
UNKNOWN		UNKNOWN	46654940	46239993	8403448	206.485	45132544	1267544	61955	28823	21824	15806	13757	10706	8522	6827	4868	4010	3399	3139	3105	3364	3795	3279499	2701226	2086024	1536441	1132454	679796	462206	289878	179537	112008	
UNKNOWN		UNKNOWN	30498472	29793090	4850733	182.769	29477532	861054	42903	19566	14358	10738	8783	6672	5423	4188	3071	2419	2180	1757	1519	1465	1621	2179159	1788733	1381808	1015748	742765	456948	312147	195294	120028	74665	
UNKNOWN		UNKNOWN	96013254	94483671	9615035	105.554	93356266	2225224	139684	76306	58352	43167	31778	20703	13785	8954	5912	4240	3521	3894	6538	3968	1091	5802919	6691351	5487396	4291576	3332229	1643099	1672249	1125191	762183	533691	
UNKNOWN		UNKNOWN	30081562	30015834	673032	234.921	29061307	855517	43303	19085	14297	11287	9937	8297	6949	5439	4175	3405	2763	2451	2321	2024	2037	2291719	1878971	1458393	1059958	754091	473200	308140	189910	115351	72142	
UNKNOWN		UNKNOWN	36286463	36131712	7709328	148.366	35127484	1005094	50542	23591	16252	12701	10288	7913	6075	4464	2895	2080	1476	1069	991	925	837	2584074	2136871	1648490	1204979	878914	521471	356788	224287	135843	86968	
UNKNOWN		UNKNOWN	41320787	41158468	9143782	245.156	39895758	1154384	62418	28441	21062	16379	13585	10920	8714	7204	5537	4358	3818	3552	3788	4065	4482	2940236	2435153	1895580	1394871	1039705	625436	426813	263769	163225	103732	
UNKNOWN		UNKNOWN	26424930	26246103	4026713	241.505	25442286	817018	45250	20046	14472	11292	9464	7641	6224	5056	3525	2865	2268	1950	1894	1804	1749	1851292	1520029	1196523	877773	638898	408631	265272	165985	104151	62535	
UNKNOWN		UNKNOWN	23546569	23184507	4699003	153.012	22758646	675797	37098	17567	12486	9360	7885	5663	4272	3038	1988	1357	954	640	571	495	551	1596900	1351281	1050255	769163	573942	349216	237261	148283	93335	62338	
UNKNOWN		UNKNOWN	80824572	80378074	3296336	119.723	78832201	1619050	110852	69666	54512	40344	26133	14434	8039	4100	2826	2774	3079	5911	18263	12388	0	3609810	6440756	5373310	4227312	3151431	1187226	1707056	1044160	648983	385483	
UNKNOWN		UNKNOWN	46239106	45881845	1818583	638.017	44844780	985866	68130	41211	30572	22072	16161	21647	17158	14850	13142	12916	13220	14949	18590	29903	73939	3351384	2984594	2464780	1945176	1516879	1094142	733541	451789	287824	192987	
UNKNOWN		UNKNOWN	18758081	18585759	3286217	186.392	18124396	533177	26291	11694	8914	6770	5934	4500	3769	2860	2113	1738	1393	1205	1093	1268	1352	1416850	1179150	930708	694310	507832	318381	214231	136507	85726	52614	
UNKNOWN		UNKNOWN	42976229	42704072	1766501	132.495	41839169	908975	65320	42500	32605	23468	15968	11512	7075	4907	3314	2709	2397	2352	2456	3757	7745	3313989	3000663	2507959	2010754	1576854	1055743	751916	496803	317140	213426	
UNKNOWN		UNKNOWN	25299960	25045000	4867789	154.525	24470911	710819	38758	17600	12678	9993	8348	6423	4750	3450	2241	1440	1056	822	638	647	616	1703615	1437186	1135269	849287	640891	392781	282603	182428	114523	72840	
UNKNOWN		UNKNOWN	45576704	45219011	2908458	107.162	44366211	1026772	62030	33731	24060	17219	12363	7629	4087	2193	1175	708	636	719	1081	2730	13360	3403481	2953553	2408011	1864055	1351521	964830	623243	402608	247020	167572	
UNKNOWN		UNKNOWN	22701963	22379218	2101649	254.842	21834562	706569	40122	17787	12331	8742	6978	6787	5763	5055	4074	3743	3317	3075	2877	2657	2262	1801065	1500554	1209773	914234	667005	457226	306884	196529	126507	79138	
UNKNOWN		UNKNOWN	30265021	30115962	1734178	199.662	29231979	843833	56672	25446	18887	15322	12950	10822	8764	6715	4971	3659	2817	2033	1790	1399	1411	2367269	2045750	1668252	1282846	987290	620483	439797	285293	188178	129688	
UNKNOWN		UNKNOWN	27001579	26825167	4770351	204.998	26075370	770558	43237	19930	15187	11574	9348	7761	5939	4655	3238	2365	2030	1623	1532	1638	1554	1950963	1633396	1274931	946360	708360	432536	295295	187483	116415	74504	
UNKNOWN		UNKNOWN	33796675	33577421	1552568	142.245	32700007	951593	51267	22831	16579	12843	10285	7840	6059	4469	3052	1973	1486	1051	908	698	575	2429849	2039145	1609515	1188576	879938	549488	372872	233967	146037	94150	
UNKNOWN		UNKNOWN	27686364	27545161	4955961	220.047	26746510	777592	41890	19030	14028	11254	9316	7493	5911	4570	3324	2783	2056	1879	1787	1909	2053	2005165	1662302	1287578	944306	695761	414112	280792	175683	108221	68412	
UNKNOWN		UNKNOWN	57660388	57147305	3121371	75.4958	56169603	1289730	76939	38995	26503	18939	12841	7634	4158	2219	1091	628	549	673	1123	2128	6635	3996148	3446762	2763024	2097205	1524022	1047258	682877	439132	272477	180478	
UNKNOWN		UNKNOWN	31386810	31167182	2021624	357.479	30296093	819734	46281	23338	18769	16707	14423	12529	11375	9903	8719	7371	6581	6478	6098	5762	5512	2422973	2083515	1680246	1281259	1006848	618470	439165	286029	187643	128202	
UNKNOWN		UNKNOWN	27216616	27031642	2105025	468.666	26109534	785930	50418	24730	19983	17481	16139	14305	13281	11720	10295	9210	8696	8412	7721	7584	7362	2182058	1880744	1543027	1186101	921629	599878	406245	263905	173669	114696	
UNKNOWN		UNKNOWN	32137496	31976530	3546239	331.765	30848751	1015686	63280	29778	21828	15771	14170	13043	11238	9167	7270	6356	5438	5242	4792	4475	4050	2524352	2088493	1677854	1272720	919290	630183	406573	257458	159705	96504	
UNKNOWN		UNKNOWN	20313142	20070180	3618599	208.246	19618874	575082	32007	15280	11167	8101	6881	5150	4117	3263	2347	1880	1533	1210	1115	1321	1424	1395534	1172415	909306	676912	506586	304782	210586	133364	85188	53025	
UNKNOWN		UNKNOWN	24623530	24242469	2497073	838.442	23449700	768443	44882	21660	16043	12200	10819	13760	13518	13258	13236	13349	13116	13100	13186	12794	12103	1871621	1550229	1230790	925212	667519	466214	315702	195778	120531	71540	
UNKNOWN		UNKNOWN	51028823	50709533	2541261	98.7148	49728988	1126474	62370	32325	22238	15797	10881	6672	3595	1818	926	612	565	691	1297	2749	10825	3499031	2967911	2362654	1789035	1288798	891054	566157	361095	220903	142742	
UNKNOWN		UNKNOWN	79912914	79329298	11462593	184.588	77216186	2286144	117087	53686	40149	31276	26084	20810	17153	12746	9394	6731	5638	4469	3606	3497	3369	6181123	5082647	3959395	2906243	2104890	1320377	886753	558248	352765	225194	
UNKNOWN		UNKNOWN	76890474	75953576	2919025	125.133	74880858	1623013	113592	74015	58897	44769	30751	18737	9395	4450	2355	2286	2970	4789	11582	6678	1337	4389214	5304290	4366930	3404426	2501687	1231176	1245276	769806	481342	294546	
UNKNOWN		UNKNOWN	110849472	67199152	10588688	163.309	108170360	2281473	112388	51401	37819	30486	25132	21396	17576	13562	9650	7088	5250	4468	4209	3906	3710	5545290	4697081	3843818	2948486	2281093	1741167	1452037	1392559	1507567	1845512	
UNKNOWN		UNKNOWN	47303878	38706863	2999692	74.0547	45972290	1153421	57195	28401	20902	15296	12295	9184	6526	4895	3403	2395	1857	1526	1440	1310	1268	3134732	2803836	2370979	2022484	1882053	1419647	1297285	1021915	715460	481618	
UNKNOWN		UNKNOWN	26042213	25924585	470410	195.525	25173194	760229	36599	16245	11432	8394	6851	5417	4320	3193	2207	1563	1095	988	863	747	680	1667994	1314684	981426	692934	482459	297097	192500	118545	71881	44476	
UNKNOWN		UNKNOWN	45605085	44798990	2629401	164.162	44062300	1344267	69884	31453	23340	16276	13880	10649	8290	6159	3984	2965	1739	1131	827	615	571	3162500	2569798	1963048	1416596	1010380	616776	404197	249337	151563	93976	
UNKNOWN		UNKNOWN	30273108	30013636	4893211	248.3	29198039	882520	45820	20496	15052	11253	9866	7607	6277	4923	3950	3231	2725	2393	2333	2487	2621	2074762	1691610	1299174	948711	691833	431054	287932	179092	108604	67420	
UNKNOWN		UNKNOWN	24685321	24392444	3978531	194.319	23820894	739026	36783	16486	12113	9180	7828	6122	5035	3662	2531	2081	1601	1224	1060	1063	1136	1704539	1389810	1075276	790124	574854	374881	251868	160178	99015	60841	
UNKNOWN		UNKNOWN	31736725	28024745	1709225	198.531	30775200	783135	43865	21782	16720	12691	11169	9027	7558	6085	4877	3861	3291	2702	2499	2249	2269	2269711	1975470	1607740	1240711	984518	633755	478788	351727	288059	299150	
UNKNOWN		UNKNOWN	33747235	33544998	1873888	313.048	32513168	955334	54394	27251	21428	17870	16150	14018	12311	10108	8735	7539	6307	5786	5372	5110	4758	2721765	2327186	1893385	1459736	1130093	719346	492629	317649	207848	134587	
UNKNOWN		UNKNOWN	68835100	68283940	3682368	91.6412	67165028	1378823	96017	59003	44216	31986	21100	12010	5992	2705	1633	1519	1711	2482	6930	3945	0	2852533	5079111	4111522	3142186	2245115	827318	1199566	733680	448281	265208	
UNKNOWN		UNKNOWN	45485969	44928265	8284259	156.702	43960726	1304396	75231	35729	26039	19367	15986	11862	9091	6524	4384	2820	1891	1200	752	651	620	3130787	2645401	2066319	1525185	1143125	693739	481969	307952	192825	122358	
UNKNOWN		UNKNOWN	46811638	46337381	2094817	108.425	45615669	967539	72585	43991	34858	25372	17065	9834	4763	2378	1457	1551	1841	2652	6567	3516	0	1954231	3541261	2921906	2273291	1681365	624065	919907	572179	357217	218674	
UNKNOWN		UNKNOWN	43880418	37181375	7167344	147.224	42500196	1188514	65059	29205	21362	16264	12600	9825	8173	5795	3943	2770	1706	1131	828	763	684	2842755	2368612	1871155	1403680	1049082	700812	529297	420323	401127	483006	
UNKNOWN		UNKNOWN	27654168	27210999	4650737	164.556	26736824	779896	46085	23019	15828	12024	9745	7270	5701	4154	2820	1932	1144	690	439	432	472	1904119	1605533	1262839	933088	686608	414638	290811	183662	114523	74553	
UNKNOWN		UNKNOWN	19812244	19710140	1432877	142.475	19213668	510069	30104	14282	10229	7783	6155	4650	3187	2458	1675	1243	946	717	610	526	584	1330632	1149965	913677	691110	533630	308905	225361	146170	93058	61709	
UNKNOWN		UNKNOWN	46668706	46288702	2426483	559.168	45251047	1029520	68012	40557	30158	22161	16382	18178	14483	12357	11097	10949	11386	12961	16267	26822	76369	3457643	3064299	2554905	2036302	1558434	1169240	743997	468539	289356	198959	
UNKNOWN		UNKNOWN	31575669	31106839	1357764	124.6	30581579	872262	43452	19329	13997	10406	8355	6596	4920	3619	2389	1600	1212	941	675	654	578	2231657	1875027	1476850	1108702	819560	526281	375843	249221	161282	103974	
UNKNOWN		UNKNOWN	40663770	40435572	1783854	137.365	39358778	1135608	58662	26704	19181	14520	11739	9090	6994	5159	3471	2455	1740	1470	1146	1049	857	2950475	2489645	1965884	1474350	1086545	673790	467492	304260	194925	123678	
UNKNOWN		UNKNOWN	89054305	88357633	17367617	200.489	86051721	2509962	132433	63608	47818	35231	30856	23522	18711	14356	10574	8188	6104	4966	4680	4604	5472	6252302	5237739	4086819	3039157	2276276	1373890	945172	601931	376475	237126	
UNKNOWN		UNKNOWN	33390081	32908019	1486807	242.939	32298523	921633	44868	20691	15960	12011	10384	8424	6803	5771	4624	4086	3856	3538	3355	3373	3270	2362688	1974528	1549301	1158035	857364	544954	386606	256369	165511	105373	
UNKNOWN		UNKNOWN	27588083	27182894	1564647	411.295	26568227	727411	45462	24117	18784	16488	15350	12920	11876	10496	9343	8312	7985	7286	7129	6844	6457	2127589	1871049	1531572	1182689	965845	593125	424153	281460	182926	123630	
UNKNOWN		UNKNOWN	62934306	62339559	2506462	137.252	61256159	1265798	110439	79656	67251	52666	36146	20775	10307	5262	3100	2805	2790	4954	10562	5636	0	2885704	5150634	4317887	3420166	2535845	952373	1369637	841824	523685	314502	
UNKNOWN		UNKNOWN	21285164	21093909	1430872	341.919	20526564	573610	34096	16583	13408	11004	10459	8555	7707	6712	5671	4876	4534	4198	3957	3730	3623	1641636	1419575	1146974	878325	698784	434305	308880	203015	130570	87923	
UNKNOWN		UNKNOWN	54651411	54373225	8660282	170.979	52746615	1644662	88019	37644	28598	21278	17163	13940	11183	8240	5551	3522	2776	2063	1547	1264	1232	3997399	3257733	2531457	1853827	1323653	847289	557540	347784	214155	132698	
UNKNOWN		UNKNOWN	28236506	28087297	5557443	158.142	27305963	796238	41837	19219	14065	10839	9074	7029	5605	4171	2916	1940	1465	1127	920	877	950	2143214	1784998	1403141	1038786	763286	471636	318179	197545	121966	76258	
UNKNOWN		UNKNOWN	35516261	34284344	1533071	176.394	34332861	1008116	53377	24583	18417	14469	11966	8916	7581	5784	4186	3303	2662	2355	2160	2025	1831	2542235	2172850	1732754	1324409	1015216	657914	488303	342636	238393	172312	
UNKNOWN		UNKNOWN	62015033	61647796	2360719	219.726	60421025	1235828	86795	57759	46890	35503	23897	14055	7831	4436	2932	3768	4967	10817	34916	23614	0	2829123	5035809	4245444	3379101	2574186	959154	1378001	852603	531518	314165	
UNKNOWN		UNKNOWN	23138364	22895234	3699907	168.942	22311736	711853	40883	18549	13655	10176	8411	6515	5166	3587	2393	1514	1159	566	324	224	158	1644489	1377106	1073701	786723	566063	358971	241218	153429	95227	59545	
UNKNOWN		UNKNOWN	23413793	23145852	3954580	214.749	22642550	639685	31798	14926	10888	8151	6827	5307	4190	3207	2431	2042	1741	1770	1676	1890	2037	1622024	1336386	1024297	750906	553345	332174	225001	142133	88539	55662	
UNKNOWN		UNKNOWN	34624857	34106488	2727922	244.545	33430550	938957	57344	28932	21656	17382	16558	13751	11619	9671	7371	5921	5023	4309	3952	3756	3640	2905249	2618096	2125648	1621334	1241200	800039	563531	370922	245764	164225	
UNKNOWN		UNKNOWN	33140547	32908352	1828004	244.984	32024203	894817	50272	25488	19231	15820	13705	11284	9741	8216	6666	5418	4413	4220	3577	3093	3084	2565488	2205575	1792673	1376022	1086029	676944	472934	307206	199499	132541	
UNKNOWN		UNKNOWN	37362568	37064669	1300162	242.896	36359782	799741	48598	29775	23092	17690	12584	8944	5586	3474	2622	2357	2408	2920	3985	8279	30731	2880133	2527321	2082147	1641888	1233509	889871	574999	378823	232795	154449	
UNKNOWN		UNKNOWN	28968096	28671985	834326	185.652	28213338	621058	36122	20441	15381	11193	8058	5777	3702	2372	1821	1615	1722	2086	2925	5181	15304	2323019	2028182	1663511	1302047	974980	681028	449203	290344	184239	123312	
UNKNOWN		UNKNOWN	32300396	32028997	1732098	151.596	31424897	730992	45238	24350	17741	13015	9411	5868	3558	1691	811	466	551	642	1222	3246	16697	2359696	2049944	1680253	1317964	961982	696126	436102	284011	174397	120661	
UNKNOWN		UNKNOWN	26744250	26648021	5296535	171.346	25866969	747278	39204	17524	12579	10185	8459	6581	5156	3733	2758	1938	1490	1236	1146	1127	1212	1950009	1619703	1264831	942915	694047	419412	284018	177170	110147	69971	
UNKNOWN		UNKNOWN	29579894	29391579	893682	181.902	28814487	603076	42702	27871	20572	14863	10360	8081	5364	3730	2855	2378	2215	2334	2819	4252	11935	2187368	2013530	1692086	1361421	1107925	719723	532113	355931	230646	157022	
UNKNOWN		UNKNOWN	32748095	29877659	6666419	181.333	31696401	886315	48998	22059	16459	12549	10388	7994	6149	4351	3232	2414	1652	1526	1297	1250	1436	2173029	1821432	1411497	1037988	769466	479078	348096	250555	213611	238637	
UNKNOWN		UNKNOWN	67104499	66654174	11162781	193.796	64738972	2026769	109152	47896	34913	27041	22482	17490	14070	10874	7774	5468	3778	3056	2705	2327	2069	4808288	3924543	3055812	2218776	1582963	1015138	659881	406048	254430	158950	
UNKNOWN		UNKNOWN	36253366	34011267	1686471	172.356	35044906	1024678	53544	23358	17626	13345	11456	9207	7532	6132	4939	4131	3474	3121	2967	2875	2660	2502545	2135176	1746451	1388306	1141872	832119	681448	516854	358183	230828	
UNKNOWN		UNKNOWN	79827963	79510094	13073019	169.262	77091238	2353179	128225	55564	41449	31655	27594	21568	17071	12937	8514	5607	3902	2959	2248	1861	1678	6099282	5004699	3908949	2862662	2045478	1302428	855494	534799	332053	208154	
UNKNOWN		UNKNOWN	48455818	48098679	3531065	304.785	46807028	1232935	73533	39049	31243	26929	23605	20772	17801	15564	13045	11529	10698	10060	9266	8501	8393	3994695	3537958	2934700	2280875	1847228	1134163	830372	550310	358593	242399	
UNKNOWN		UNKNOWN	41585958	40313686	2015441	136.981	40230347	1170316	63814	28504	21436	15669	13531	9841	7407	5313	3830	2752	2024	1589	1321	1076	1025	2917242	2484655	1968801	1501287	1149849	760476	578185	403728	264922	168997	
UNKNOWN		UNKNOWN	42808110	42659194	1364800	181.449	41391329	1242723	58601	25847	18625	14135	11121	8817	7275	5348	3749	2633	1865	1479	1157	967	1004	2922412	2308714	1727339	1222582	844460	522593	337324	207642	126646	78661	
UNKNOWN		UNKNOWN	36637208	36243403	1735969	134.713	35469593	1020314	51933	23035	16399	12542	10079	7983	6062	4590	3014	2138	1557	1187	979	881	749	2621336	2207037	1739931	1297694	953712	610886	433846	282131	180718	116486	
UNKNOWN		UNKNOWN	17370229	17223405	2709221	180.221	16762345	521098	26850	12211	9027	6281	5707	4093	3541	2514	1684	1405	1130	811	637	626	597	1226445	1005206	782997	576447	417598	266212	172938	107302	65222	39579	
UNKNOWN		UNKNOWN	40494749	40000295	7209022	157.3	39160062	1166664	55576	24753	18205	13300	11416	8486	6691	5035	3271	2417	1405	1029	962	776	791	2765267	2232235	1701526	1226663	877707	541450	362101	227125	137946	83044	
UNKNOWN		UNKNOWN	62561010	61735266	2504470	187.032	61004081	1230018	88334	56930	44331	33080	21846	12799	7594	4066	2528	3256	4299	8190	23938	15720	0	2748481	4865184	4015279	3141620	2327000	859264	1235546	756865	463178	272043	
UNKNOWN		UNKNOWN	47245017	46220533	3101853	219.639	45958808	1054814	63973	35825	26262	18283	13017	8494	5130	2744	1555	1211	1416	1924	3140	7592	40829	3513434	3056368	2472009	1927697	1412725	1025363	647963	421265	258362	169833	
UNKNOWN		UNKNOWN	26621777	26508594	4684067	240.109	25709206	740487	38495	17961	13142	10514	8949	6784	6005	4590	3454	2636	2521	2339	2425	2532	2857	1884521	1564180	1225560	905453	678337	410439	282749	177819	111224	69967	
UNKNOWN		UNKNOWN	22986893	22195330	4042628	140.503	22236688	646791	32188	15079	10460	8451	6912	5340	4247	3102	2107	1365	1034	876	635	667	667	1573836	1311403	1039792	791106	617273	414381	329566	251790	186243	131795	
UNKNOWN		UNKNOWN	39346089	39084040	1856188	140.992	38083943	1094840	57960	25826	18314	14414	11562	8922	6625	5322	3642	2533	1828	1445	1276	1052	982	2814008	2384813	1891245	1417905	1054532	670574	467276	294105	181611	114986	
UNKNOWN		UNKNOWN	22008124	21756909	830517	314.085	21405378	486674	29232	15407	11226	8418	5847	3871	2293	1228	720	631	682	1077	1935	5396	28109	1585731	1360958	1097391	836678	610268	447729	272806	174298	108407	71637	
UNKNOWN		UNKNOWN	66765476	66290355	2825907	147.392	65054822	1356503	102914	66710	52885	38550	26178	14701	8204	4438	3224	2962	3535	5614	15431	8805	0	2877429	5131116	4218580	3269967	2393800	889908	1278450	784578	486326	293841	
UNKNOWN		UNKNOWN	46209289	45858641	1918949	436.378	44904601	982551	63929	38223	27308	19382	13659	18337	13638	11726	9805	9254	9066	10020	12029	18835	46926	3337507	2991310	2482026	1981409	1554707	1091297	749598	473462	300184	204192	
UNKNOWN		UNKNOWN	39104636	35007568	1473642	85.8289	38096728	836692	52372	31176	23617	17911	13117	8509	5041	2683	1523	913	830	1050	1387	2783	8304	2800133	2547001	2212707	1850141	1546554	1236394	982600	752040	532447	363422	
UNKNOWN		UNKNOWN	24509249	24379459	4766047	190.072	23693976	674570	36772	17238	13182	10271	8730	6591	5505	4202	3018	2259	1723	1485	1319	1422	1629	1903946	1602614	1253009	934363	694467	414931	284971	180208	111401	71099	
UNKNOWN		UNKNOWN	36848967	36378675	1498055	139.568	35881697	811006	49444	27565	20213	15380	11226	6888	3841	1942	1016	563	555	791	1397	2974	12469	2599378	2215953	1792152	1379759	994096	686883	433283	274335	167300	109849	
UNKNOWN		UNKNOWN	40965845	40754090	3234830	373.152	39418453	1162992	67521	33056	26849	22653	20203	17925	15943	14546	12212	10758	9989	8719	8198	8013	7852	3284749	2804412	2269772	1744919	1349262	863484	580410	372257	243851	162721	
UNKNOWN		UNKNOWN	30379880	28825375	1857467	391.381	29239494	825136	47949	24754	20007	17167	15871	13741	12456	11497	10136	9206	8539	8045	7610	7576	7381	2405546	2093732	1719378	1335338	1072903	704717	489967	331258	236001	189634	
UNKNOWN		UNKNOWN	38757617	38064060	1797842	214.756	37458238	1096308	58025	26228	19451	15446	12709	9956	8290	6702	5588	4479	3905	3556	3377	3146	3128	2784921	2352816	1871561	1411827	1059512	696141	501145	327809	212020	134984	
UNKNOWN		UNKNOWN	63153332	62142694	2449805	293.954	61410946	1265963	103987	74552	61784	47474	32999	19944	12339	10950	5628	6595	7767	14368	46474	31562	0	2939544	5247538	4459415	3597005	2781216	1048159	1508863	936517	595593	360484	
UNKNOWN		UNKNOWN	32762068	32586955	1359704	143.635	31701311	923636	48170	21158	14993	11713	9394	7166	5577	4260	2935	1955	1519	1158	955	856	750	2333361	1967365	1556807	1151966	839367	526872	360135	225046	139385	86891	
UNKNOWN		UNKNOWN	37487982	35288878	6959311	138.511	36281414	1032906	54434	25634	19700	15174	12688	9853	7595	5476	3777	2477	1831	1280	1027	884	764	2795465	2360845	1870617	1415417	1084054	741770	576672	417546	290869	201940	
UNKNOWN		UNKNOWN	73880599	73420200	3317884	141.106	71973280	1488054	111925	78796	66351	50157	33755	18792	10145	5390	3640	3878	4432	6678	16321	9005	0	3342114	5938068	4953486	3903061	2915821	1096844	1575661	963296	594929	347301	
UNKNOWN		UNKNOWN	51456637	51051574	1801679	110.733	50119312	1134478	69250	36839	26807	19639	14191	8681	4842	2462	1294	831	793	1023	1541	3208	11446	3609815	3124849	2531325	1922923	1396246	963164	625740	400552	246833	163020	
UNKNOWN		UNKNOWN	43225533	41457850	1712687	107.53	42131093	939345	52056	27358	19313	13905	10006	6102	3344	1835	1009	643	581	800	1368	3056	13719	2950998	2538499	2070006	1630777	1246609	936621	662406	468163	313225	206915	
UNKNOWN		UNKNOWN	56446229	55917144	7501993	208.176	54417406	1707191	97738	45756	33733	25669	21179	17031	14196	10624	7771	5949	4361	3017	2433	2171	2106	4213113	3494338	2741033	2025293	1481010	939292	633175	407588	267724	178097	
UNKNOWN		UNKNOWN	36726469	36187144	7411845	191.105	35506554	999574	51680	25074	19973	14652	12624	10130	8365	6334	4530	3643	3101	2785	2907	2970	3104	3000250	2547529	2001225	1496261	1119218	692554	490694	319373	200229	127814	
UNKNOWN		UNKNOWN	59879385	59128145	5915436	120.606	58387422	1269876	74042	37939	24382	15234	12059	20816	18331	3903	2896	2035	1492	1304	1017	940	792	4242223	3696869	3042483	2416514	1876388	1333717	944343	648915	437344	293199	
UNKNOWN		UNKNOWN	51960584	51575248	3730207	156.244	50230801	1509017	78725	35109	25551	18192	15401	11644	8975	6492	4304	2989	1791	1314	880	740	708	3542836	2878357	2192278	1583441	1145585	698599	466272	291548	177715	109445	
UNKNOWN		UNKNOWN	35613364	35245017	1746989	243.263	34376153	1027227	58580	26807	20629	15814	13634	10807	8890	7350	5863	4865	4142	3756	3409	3284	2978	2553827	2171203	1736671	1322096	1002664	642910	443840	279674	173708	109414	
UNKNOWN		UNKNOWN	33668646	33310285	799302	135.717	32834377	715936	37897	19844	14478	10444	7339	4675	2609	1441	855	741	854	1154	1772	3623	10607	2354417	2004393	1601576	1224031	893133	616769	397675	256009	159246	102704	
UNKNOWN		UNKNOWN	36346624	35997136	1311546	208.374	35330220	795113	57090	35373	28346	22659	17107	10968	6883	3686	2125	1768	1817	2079	3021	5532	22837	2863807	2536546	2085817	1642522	1227158	880412	572150	373253	234100	158957	
